,index,LoadHourlyAvg,Percentile
10710,10710,2167.2000000000007,0.833
10711,10711,2166.9300000000007,0.833
10712,10712,2166.9120000000007,0.833
10713,10713,2166.84,0.833
10714,10714,2166.8040000000005,0.833
10715,10715,2166.7745454545457,0.833
10716,10716,2166.6600000000008,0.833
10717,10717,2166.66,0.833
10718,10718,2166.57,0.833
10719,10719,2166.480000000001,0.833
10720,10720,2166.4800000000005,0.833
10721,10721,2166.48,0.833
10722,10722,2166.48,0.833
10723,10723,2166.3,0.833
10724,10724,2166.120000000001,0.833
10725,10725,2166.048,0.833
10726,10726,2166.03,0.833
10727,10727,2165.94,0.833
10728,10728,2165.94,0.833
10729,10729,2165.890909090909,0.833
10730,10730,2165.85,0.833
10731,10731,2165.792727272728,0.833
10732,10732,2165.5080000000007,0.833
10733,10733,2165.4,0.833
10734,10734,2165.4,0.833
10735,10735,2165.4,0.833
10736,10736,2165.4,0.833
10737,10737,2165.31,0.833
10738,10738,2165.2200000000007,0.833
10739,10739,2165.105454545455,0.833
10740,10740,2164.9500000000007,0.833
10741,10741,2164.909090909091,0.833
10742,10742,2164.909090909091,0.833
10743,10743,2164.8600000000006,0.833
10744,10744,2164.86,0.833
10745,10745,2164.86,0.833
10746,10746,2164.86,0.833
10747,10747,2164.7700000000004,0.833
10748,10748,2164.77,0.833
10749,10749,2164.6800000000007,0.833
10750,10750,2164.68,0.833
10751,10751,2164.5,0.833
10752,10752,2164.230000000001,0.833
10753,10753,2164.2120000000004,0.833
10754,10754,2164.140000000001,0.833
10755,10755,2164.14,0.833
10756,10756,2164.1236363636363,0.833
10757,10757,2164.0500000000006,0.833
10758,10758,2164.0500000000006,0.833
10759,10759,2163.96,0.832
10760,10760,2163.927272727273,0.832
10761,10761,2163.870000000001,0.832
10762,10762,2163.8290909090915,0.832
10763,10763,2163.78,0.832
10764,10764,2163.78,0.832
10765,10765,2163.600000000001,0.832
10766,10766,2163.600000000001,0.832
10767,10767,2163.5345454545454,0.832
10768,10768,2163.51,0.832
10769,10769,2163.4200000000005,0.832
10770,10770,2163.15,0.832
10771,10771,2163.1418181818185,0.832
10772,10772,2163.06,0.832
10773,10773,2163.024000000001,0.832
10774,10774,2162.7900000000004,0.832
10775,10775,2162.592,0.832
10776,10776,2162.454545454546,0.832
10777,10777,2162.454545454546,0.832
10778,10778,2162.4545454545455,0.832
10779,10779,2162.4300000000007,0.832
10780,10780,2162.43,0.832
10781,10781,2162.376,0.832
10782,10782,2162.376,0.832
10783,10783,2162.258181818182,0.832
10784,10784,2162.2500000000005,0.832
10785,10785,2162.25,0.832
10786,10786,2162.1600000000008,0.832
10787,10787,2161.98,0.832
10788,10788,2161.9440000000004,0.832
10789,10789,2161.7100000000005,0.832
10790,10790,2161.71,0.832
10791,10791,2161.71,0.832
10792,10792,2161.620000000001,0.832
10793,10793,2161.620000000001,0.832
10794,10794,2161.44,0.832
10795,10795,2161.44,0.832
10796,10796,2161.35,0.832
10797,10797,2161.17,0.832
10798,10798,2160.99,0.832
10799,10799,2160.99,0.832
10800,10800,2160.9,0.832
10801,10801,2160.9,0.832
10802,10802,2160.8836363636365,0.832
10803,10803,2160.687272727273,0.832
10804,10804,2160.6300000000006,0.832
10805,10805,2160.63,0.832
10806,10806,2160.63,0.832
10807,10807,2160.4800000000005,0.832
10808,10808,2160.48,0.832
10809,10809,2160.4500000000007,0.832
10810,10810,2160.3927272727274,0.832
10811,10811,2160.36,0.832
10812,10812,2160.294545454545,0.832
10813,10813,2160.2700000000004,0.832
10814,10814,2160.196363636364,0.832
10815,10815,2160.196363636364,0.832
10816,10816,2160.196363636364,0.832
10817,10817,2160.0900000000006,0.832
10818,10818,2160.0000000000005,0.832
10819,10819,2160.0000000000005,0.832
10820,10820,2160.0000000000005,0.832
10821,10821,2160.0,0.832
10822,10822,2160.0,0.832
10823,10823,2160.0,0.831
10824,10824,2160.0,0.831
10825,10825,2160.0,0.831
10826,10826,2160.0,0.831
10827,10827,2160.0,0.831
10828,10828,2160.0,0.831
10829,10829,2160.0,0.831
10830,10830,2160.0,0.831
10831,10831,2160.0,0.831
10832,10832,2160.0,0.831
10833,10833,2160.0,0.831
10834,10834,2160.0,0.831
10835,10835,2160.0,0.831
10836,10836,2160.0,0.831
10837,10837,2160.0,0.831
10838,10838,2160.0,0.831
10839,10839,2160.0,0.831
10840,10840,2159.9018181818187,0.831
10841,10841,2159.88,0.831
10842,10842,2159.82,0.831
10843,10843,2159.82,0.831
10844,10844,2159.8036363636365,0.831
10845,10845,2159.730000000001,0.831
10846,10846,2159.730000000001,0.831
10847,10847,2159.7300000000005,0.831
10848,10848,2159.73,0.831
10849,10849,2159.73,0.831
10850,10850,2159.73,0.831
10851,10851,2159.73,0.831
10852,10852,2159.73,0.831
10853,10853,2159.7054545454544,0.831
10854,10854,2159.640000000001,0.831
10855,10855,2159.5679999999998,0.831
10856,10856,2159.5500000000006,0.831
10857,10857,2159.5500000000006,0.831
10858,10858,2159.55,0.831
10859,10859,2159.370000000001,0.831
10860,10860,2159.370000000001,0.831
10861,10861,2159.3127272727274,0.831
10862,10862,2159.28,0.831
10863,10863,2159.28,0.831
10864,10864,2159.2799999999993,0.831
10865,10865,2159.136,0.831
10866,10866,2159.01,0.831
10867,10867,2158.83,0.831
10868,10868,2158.65,0.831
10869,10869,2158.5272727272727,0.831
10870,10870,2158.4700000000007,0.831
10871,10871,2158.134545454546,0.831
10872,10872,2158.11,0.831
10873,10873,2158.0200000000004,0.831
10874,10874,2158.02,0.831
10875,10875,2157.948000000001,0.831
10876,10876,2157.93,0.831
10877,10877,2157.8400000000006,0.831
10878,10878,2157.8400000000006,0.831
10879,10879,2157.75,0.831
10880,10880,2157.6600000000008,0.831
10881,10881,2157.66,0.831
10882,10882,2157.6436363636367,0.831
10883,10883,2157.624,0.831
10884,10884,2157.57,0.831
10885,10885,2157.57,0.831
10886,10886,2157.48,0.831
10887,10887,2157.48,0.83
10888,10888,2157.48,0.83
10889,10889,2157.48,0.83
10890,10890,2157.39,0.83
10891,10891,2157.3,0.83
10892,10892,2157.3,0.83
10893,10893,2157.24,0.83
10894,10894,2157.21,0.83
10895,10895,2157.152727272728,0.83
10896,10896,2157.0545454545454,0.83
10897,10897,2157.03,0.83
10898,10898,2156.976,0.83
10899,10899,2156.976,0.83
10900,10900,2156.94,0.83
10901,10901,2156.850000000001,0.83
10902,10902,2156.850000000001,0.83
10903,10903,2156.850000000001,0.83
10904,10904,2156.7600000000007,0.83
10905,10905,2156.76,0.83
10906,10906,2156.76,0.83
10907,10907,2156.67,0.83
10908,10908,2156.661818181818,0.83
10909,10909,2156.580000000001,0.83
10910,10910,2156.58,0.83
10911,10911,2156.465454545455,0.83
10912,10912,2156.436,0.83
10913,10913,2156.31,0.83
10914,10914,2156.13,0.83
10915,10915,2156.0400000000004,0.83
10916,10916,2155.9745454545455,0.83
10917,10917,2155.896,0.83
10918,10918,2155.77,0.83
10919,10919,2155.77,0.83
10920,10920,2155.6800000000007,0.83
10921,10921,2155.59,0.83
10922,10922,2155.5,0.83
10923,10923,2155.5,0.83
10924,10924,2155.4999999999995,0.83
10925,10925,2155.41,0.83
10926,10926,2155.32,0.83
10927,10927,2155.23,0.83
10928,10928,2155.23,0.83
10929,10929,2155.1890909090907,0.83
10930,10930,2155.0500000000006,0.83
10931,10931,2155.0500000000006,0.83
10932,10932,2155.05,0.83
10933,10933,2155.05,0.83
10934,10934,2155.05,0.83
10935,10935,2154.9600000000005,0.83
10936,10936,2154.7963636363643,0.83
10937,10937,2154.78,0.83
10938,10938,2154.69,0.83
10939,10939,2154.600000000001,0.83
10940,10940,2154.600000000001,0.83
10941,10941,2154.600000000001,0.83
10942,10942,2154.6,0.83
10943,10943,2154.6,0.83
10944,10944,2154.6,0.83
10945,10945,2154.6,0.83
10946,10946,2154.6,0.83
10947,10947,2154.4036363636365,0.83
10948,10948,2154.330000000001,0.83
10949,10949,2154.330000000001,0.83
10950,10950,2154.15,0.83
10951,10951,2154.010909090909,0.829
10952,10952,2153.952,0.829
10953,10953,2153.952,0.829
10954,10954,2153.9127272727274,0.829
10955,10955,2153.7900000000004,0.829
10956,10956,2153.736,0.829
10957,10957,2153.61,0.829
10958,10958,2153.520000000001,0.829
10959,10959,2153.4,0.829
10960,10960,2153.3400000000006,0.829
10961,10961,2153.323636363637,0.829
10962,10962,2153.28,0.829
10963,10963,2153.25,0.829
10964,10964,2153.127272727273,0.829
10965,10965,2153.07,0.829
10966,10966,2152.9800000000005,0.829
10967,10967,2152.890000000001,0.829
10968,10968,2152.890000000001,0.829
10969,10969,2152.8,0.829
10970,10970,2152.8,0.829
10971,10971,2152.8,0.829
10972,10972,2152.8,0.829
10973,10973,2152.71,0.829
10974,10974,2152.620000000001,0.829
10975,10975,2152.620000000001,0.829
10976,10976,2152.62,0.829
10977,10977,2152.3418181818183,0.829
10978,10978,2152.3418181818183,0.829
10979,10979,2152.2000000000007,0.829
10980,10980,2152.145454545455,0.829
10981,10981,2152.145454545455,0.829
10982,10982,2152.145454545455,0.829
10983,10983,2152.1454545454544,0.829
10984,10984,2152.080000000001,0.829
10985,10985,2152.047272727273,0.829
10986,10986,2151.9000000000005,0.829
10987,10987,2151.84,0.829
10988,10988,2151.72,0.829
10989,10989,2151.684,0.829
10990,10990,2151.6545454545453,0.829
10991,10991,2151.63,0.829
10992,10992,2151.556363636364,0.829
10993,10993,2151.540000000001,0.829
10994,10994,2151.5400000000004,0.829
10995,10995,2151.4500000000007,0.829
10996,10996,2151.45,0.829
10997,10997,2151.36,0.829
10998,10998,2151.2700000000004,0.829
10999,10999,2151.1636363636367,0.829
11000,11000,2151.0,0.829
11001,11001,2150.9672727272728,0.829
11002,11002,2150.9100000000008,0.829
11003,11003,2150.9100000000008,0.829
11004,11004,2150.82,0.829
11005,11005,2150.73,0.829
11006,11006,2150.640000000001,0.829
11007,11007,2150.64,0.829
11008,11008,2150.5500000000006,0.829
11009,11009,2150.37,0.829
11010,11010,2150.28,0.829
11011,11011,2150.19,0.829
11012,11012,2150.1,0.829
11013,11013,2149.9854545454546,0.829
11014,11014,2149.92,0.829
11015,11015,2149.830000000001,0.828
11016,11016,2149.74,0.828
11017,11017,2149.65,0.828
11018,11018,2149.65,0.828
11019,11019,2149.592727272727,0.828
11020,11020,2149.4700000000007,0.828
11021,11021,2149.4700000000007,0.828
11022,11022,2149.47,0.828
11023,11023,2149.47,0.828
11024,11024,2149.3800000000006,0.828
11025,11025,2149.38,0.828
11026,11026,2149.2899999999995,0.828
11027,11027,2149.2000000000007,0.828
11028,11028,2149.2000000000007,0.828
11029,11029,2149.2000000000007,0.828
11030,11030,2149.2000000000007,0.828
11031,11031,2148.9054545454546,0.828
11032,11032,2148.876,0.828
11033,11033,2148.8400000000006,0.828
11034,11034,2148.8072727272734,0.828
11035,11035,2148.6600000000008,0.828
11036,11036,2148.66,0.828
11037,11037,2148.390000000001,0.828
11038,11038,2148.3,0.828
11039,11039,2148.3,0.828
11040,11040,2148.3,0.828
11041,11041,2148.21,0.828
11042,11042,2148.12,0.828
11043,11043,2148.012,0.828
11044,11044,2147.85,0.828
11045,11045,2147.85,0.828
11046,11046,2147.76,0.828
11047,11047,2147.76,0.828
11048,11048,2147.640000000001,0.828
11049,11049,2147.49,0.828
11050,11050,2147.4,0.828
11051,11051,2147.3345454545456,0.828
11052,11052,2147.3100000000004,0.828
11053,11053,2147.3100000000004,0.828
11054,11054,2147.31,0.828
11055,11055,2147.22,0.828
11056,11056,2147.1479999999997,0.828
11057,11057,2147.04,0.828
11058,11058,2146.95,0.828
11059,11059,2146.843636363637,0.828
11060,11060,2146.843636363636,0.828
11061,11061,2146.770000000001,0.828
11062,11062,2146.7454545454552,0.828
11063,11063,2146.7454545454552,0.828
11064,11064,2146.716000000001,0.828
11065,11065,2146.5,0.828
11066,11066,2146.5,0.828
11067,11067,2146.450909090909,0.828
11068,11068,2146.450909090909,0.828
11069,11069,2146.41,0.828
11070,11070,2146.41,0.828
11071,11071,2146.32,0.828
11072,11072,2146.32,0.828
11073,11073,2146.0679999999998,0.828
11074,11074,2145.96,0.828
11075,11075,2145.96,0.828
11076,11076,2145.8250000000007,0.828
11077,11077,2145.78,0.828
11078,11078,2145.78,0.828
11079,11079,2145.7636363636366,0.828
11080,11080,2145.69,0.827
11081,11081,2145.636,0.827
11082,11082,2145.600000000001,0.827
11083,11083,2145.600000000001,0.827
11084,11084,2145.600000000001,0.827
11085,11085,2145.600000000001,0.827
11086,11086,2145.6,0.827
11087,11087,2145.6,0.827
11088,11088,2145.6,0.827
11089,11089,2145.6,0.827
11090,11090,2145.6,0.827
11091,11091,2145.51,0.827
11092,11092,2145.51,0.827
11093,11093,2145.51,0.827
11094,11094,2145.4200000000005,0.827
11095,11095,2145.42,0.827
11096,11096,2145.42,0.827
11097,11097,2145.330000000001,0.827
11098,11098,2145.15,0.827
11099,11099,2145.06,0.827
11100,11100,2144.88,0.827
11101,11101,2144.76,0.827
11102,11102,2144.7000000000007,0.827
11103,11103,2144.640000000001,0.827
11104,11104,2144.61,0.827
11105,11105,2144.61,0.827
11106,11106,2144.4872727272736,0.827
11107,11107,2144.448,0.827
11108,11108,2144.2909090909093,0.827
11109,11109,2144.2909090909093,0.827
11110,11110,2144.0945454545454,0.827
11111,11111,2144.0700000000006,0.827
11112,11112,2143.890000000001,0.827
11113,11113,2143.8,0.827
11114,11114,2143.620000000001,0.827
11115,11115,2143.6036363636367,0.827
11116,11116,2143.53,0.827
11117,11117,2143.53,0.827
11118,11118,2143.44,0.827
11119,11119,2143.407272727273,0.827
11120,11120,2143.407272727273,0.827
11121,11121,2143.35,0.827
11122,11122,2143.1700000000005,0.827
11123,11123,2143.17,0.827
11124,11124,2143.1520000000005,0.827
11125,11125,2143.014545454546,0.827
11126,11126,2142.9163636363637,0.827
11127,11127,2142.7200000000007,0.827
11128,11128,2142.7200000000007,0.827
11129,11129,2142.63,0.827
11130,11130,2142.5400000000004,0.827
11131,11131,2142.5236363636363,0.827
11132,11132,2142.3600000000006,0.827
11133,11133,2142.3600000000006,0.827
11134,11134,2142.3600000000006,0.827
11135,11135,2142.36,0.827
11136,11136,2142.36,0.827
11137,11137,2142.36,0.827
11138,11138,2142.2700000000004,0.827
11139,11139,2142.2700000000004,0.827
11140,11140,2142.27,0.827
11141,11141,2142.1800000000007,0.827
11142,11142,2142.130909090909,0.827
11143,11143,2142.0900000000006,0.827
11144,11144,2142.072,0.826
11145,11145,2142.0327272727272,0.826
11146,11146,2142.0000000000005,0.826
11147,11147,2142.0,0.826
11148,11148,2142.0,0.826
11149,11149,2141.964,0.826
11150,11150,2141.9100000000008,0.826
11151,11151,2141.91,0.826
11152,11152,2141.8363636363642,0.826
11153,11153,2141.541818181818,0.826
11154,11154,2141.4600000000005,0.826
11155,11155,2141.46,0.826
11156,11156,2141.370000000001,0.826
11157,11157,2141.28,0.826
11158,11158,2141.28,0.826
11159,11159,2141.28,0.826
11160,11160,2141.1900000000005,0.826
11161,11161,2141.19,0.826
11162,11162,2141.19,0.826
11163,11163,2141.19,0.826
11164,11164,2141.1,0.826
11165,11165,2141.1,0.826
11166,11166,2140.992,0.826
11167,11167,2140.830000000001,0.826
11168,11168,2140.83,0.826
11169,11169,2140.8,0.826
11170,11170,2140.7563636363634,0.826
11171,11171,2140.74,0.826
11172,11172,2140.74,0.826
11173,11173,2140.6581818181817,0.826
11174,11174,2140.6581818181817,0.826
11175,11175,2140.65,0.826
11176,11176,2140.3800000000006,0.826
11177,11177,2140.2000000000007,0.826
11178,11178,2140.128,0.826
11179,11179,2140.11,0.826
11180,11180,2140.0690909090913,0.826
11181,11181,2139.75,0.826
11182,11182,2139.75,0.826
11183,11183,2139.66,0.826
11184,11184,2139.3818181818187,0.826
11185,11185,2139.2100000000005,0.826
11186,11186,2139.2100000000005,0.826
11187,11187,2139.2100000000005,0.826
11188,11188,2139.2100000000005,0.826
11189,11189,2139.2100000000005,0.826
11190,11190,2139.21,0.826
11191,11191,2139.21,0.826
11192,11192,2139.185454545455,0.826
11193,11193,2139.087272727273,0.826
11194,11194,2139.03,0.826
11195,11195,2138.94,0.826
11196,11196,2138.94,0.826
11197,11197,2138.94,0.826
11198,11198,2138.7600000000007,0.826
11199,11199,2138.67,0.826
11200,11200,2138.49,0.826
11201,11201,2138.49,0.826
11202,11202,2138.4,0.826
11203,11203,2138.4,0.826
11204,11204,2138.4,0.826
11205,11205,2138.4,0.826
11206,11206,2138.3018181818184,0.826
11207,11207,2138.22,0.826
11208,11208,2138.076,0.825
11209,11209,2138.0400000000004,0.825
11210,11210,2137.9500000000007,0.825
11211,11211,2137.95,0.825
11212,11212,2137.86,0.825
11213,11213,2137.6800000000007,0.825
11214,11214,2137.5,0.825
11215,11215,2137.4100000000008,0.825
11216,11216,2137.2300000000005,0.825
11217,11217,2137.23,0.825
11218,11218,2137.2120000000004,0.825
11219,11219,2137.140000000001,0.825
11220,11220,2137.0500000000006,0.825
11221,11221,2137.0500000000006,0.825
11222,11222,2137.0500000000006,0.825
11223,11223,2136.9600000000005,0.825
11224,11224,2136.78,0.825
11225,11225,2136.78,0.825
11226,11226,2136.78,0.825
11227,11227,2136.6900000000005,0.825
11228,11228,2136.436363636364,0.825
11229,11229,2136.24,0.825
11230,11230,2136.15,0.825
11231,11231,2136.15,0.825
11232,11232,2136.06,0.825
11233,11233,2136.06,0.825
11234,11234,2136.06,0.825
11235,11235,2135.97,0.825
11236,11236,2135.88,0.825
11237,11237,2135.808,0.825
11238,11238,2135.7000000000007,0.825
11239,11239,2135.650909090909,0.825
11240,11240,2135.592,0.825
11241,11241,2135.5200000000004,0.825
11242,11242,2135.52,0.825
11243,11243,2135.4545454545455,0.825
11244,11244,2135.25,0.825
11245,11245,2135.1600000000008,0.825
11246,11246,2135.1600000000008,0.825
11247,11247,2135.1600000000008,0.825
11248,11248,2135.16,0.825
11249,11249,2134.98,0.825
11250,11250,2134.9440000000004,0.825
11251,11251,2134.890000000001,0.825
11252,11252,2134.89,0.825
11253,11253,2134.7672727272734,0.825
11254,11254,2134.767272727273,0.825
11255,11255,2134.767272727273,0.825
11256,11256,2134.3745454545456,0.825
11257,11257,2134.26,0.825
11258,11258,2134.080000000001,0.825
11259,11259,2134.080000000001,0.825
11260,11260,2134.080000000001,0.825
11261,11261,2134.080000000001,0.825
11262,11262,2134.080000000001,0.825
11263,11263,2134.080000000001,0.825
11264,11264,2134.08,0.825
11265,11265,2134.08,0.825
11266,11266,2134.08,0.825
11267,11267,2133.99,0.825
11268,11268,2133.9,0.825
11269,11269,2133.9,0.825
11270,11270,2133.8100000000004,0.825
11271,11271,2133.81,0.825
11272,11272,2133.63,0.824
11273,11273,2133.63,0.824
11274,11274,2133.4500000000007,0.824
11275,11275,2133.4500000000007,0.824
11276,11276,2133.324,0.824
11277,11277,2133.27,0.824
11278,11278,2133.1800000000007,0.824
11279,11279,2133.1800000000007,0.824
11280,11280,2133.0,0.824
11281,11281,2133.0,0.824
11282,11282,2133.0,0.824
11283,11283,2132.82,0.824
11284,11284,2132.7300000000005,0.824
11285,11285,2132.73,0.824
11286,11286,2132.64,0.824
11287,11287,2132.55,0.824
11288,11288,2132.4600000000005,0.824
11289,11289,2132.370000000001,0.824
11290,11290,2132.3127272727274,0.824
11291,11291,2132.2145454545457,0.824
11292,11292,2132.2145454545457,0.824
11293,11293,2132.2145454545457,0.824
11294,11294,2132.19,0.824
11295,11295,2132.19,0.824
11296,11296,2132.19,0.824
11297,11297,2132.136,0.824
11298,11298,2132.100000000001,0.824
11299,11299,2132.0181818181823,0.824
11300,11300,2132.0100000000007,0.824
11301,11301,2132.01,0.824
11302,11302,2131.92,0.824
11303,11303,2131.92,0.824
11304,11304,2131.92,0.824
11305,11305,2131.92,0.824
11306,11306,2131.83,0.824
11307,11307,2131.74,0.824
11308,11308,2131.74,0.824
11309,11309,2131.74,0.824
11310,11310,2131.65,0.824
11311,11311,2131.596,0.824
11312,11312,2131.5600000000004,0.824
11313,11313,2131.56,0.824
11314,11314,2131.2900000000004,0.824
11315,11315,2131.2900000000004,0.824
11316,11316,2131.2327272727275,0.824
11317,11317,2131.2000000000007,0.824
11318,11318,2131.2000000000007,0.824
11319,11319,2131.2000000000007,0.824
11320,11320,2131.134545454546,0.824
11321,11321,2131.11,0.824
11322,11322,2131.11,0.824
11323,11323,2131.02,0.824
11324,11324,2131.02,0.824
11325,11325,2131.02,0.824
11326,11326,2131.02,0.824
11327,11327,2130.93,0.824
11328,11328,2130.7200000000007,0.824
11329,11329,2130.66,0.824
11330,11330,2130.66,0.824
11331,11331,2130.6240000000007,0.824
11332,11332,2130.57,0.824
11333,11333,2130.390000000001,0.824
11334,11334,2130.39,0.824
11335,11335,2130.349090909091,0.824
11336,11336,2130.3490909090906,0.824
11337,11337,2130.3,0.823
11338,11338,2130.21,0.823
11339,11339,2130.21,0.823
11340,11340,2130.120000000001,0.823
11341,11341,2130.0300000000007,0.823
11342,11342,2130.03,0.823
11343,11343,2130.03,0.823
11344,11344,2129.976,0.823
11345,11345,2129.94,0.823
11346,11346,2129.868,0.823
11347,11347,2129.8581818181824,0.823
11348,11348,2129.858181818182,0.823
11349,11349,2129.76,0.823
11350,11350,2129.67,0.823
11351,11351,2129.6618181818185,0.823
11352,11352,2129.6520000000005,0.823
11353,11353,2129.58,0.823
11354,11354,2129.49,0.823
11355,11355,2129.4654545454546,0.823
11356,11356,2129.4654545454546,0.823
11357,11357,2129.31,0.823
11358,11358,2129.269090909092,0.823
11359,11359,2129.0400000000004,0.823
11360,11360,2129.0400000000004,0.823
11361,11361,2128.9500000000007,0.823
11362,11362,2128.9500000000007,0.823
11363,11363,2128.86,0.823
11364,11364,2128.86,0.823
11365,11365,2128.86,0.823
11366,11366,2128.86,0.823
11367,11367,2128.77,0.823
11368,11368,2128.6800000000007,0.823
11369,11369,2128.581818181818,0.823
11370,11370,2128.581818181818,0.823
11371,11371,2128.581818181818,0.823
11372,11372,2128.572,0.823
11373,11373,2128.5000000000005,0.823
11374,11374,2128.41,0.823
11375,11375,2128.287272727273,0.823
11376,11376,2128.2300000000005,0.823
11377,11377,2128.05,0.823
11378,11378,2127.992727272728,0.823
11379,11379,2127.9600000000005,0.823
11380,11380,2127.96,0.823
11381,11381,2127.96,0.823
11382,11382,2127.894545454546,0.823
11383,11383,2127.870000000001,0.823
11384,11384,2127.78,0.823
11385,11385,2127.708,0.823
11386,11386,2127.6,0.823
11387,11387,2127.51,0.823
11388,11388,2127.51,0.823
11389,11389,2127.33,0.823
11390,11390,2127.24,0.823
11391,11391,2127.2399999999993,0.823
11392,11392,2127.1090909090913,0.823
11393,11393,2127.06,0.823
11394,11394,2126.9700000000007,0.823
11395,11395,2126.9700000000007,0.823
11396,11396,2126.9700000000007,0.823
11397,11397,2126.9700000000007,0.823
11398,11398,2126.97,0.823
11399,11399,2126.912727272728,0.823
11400,11400,2126.8800000000006,0.823
11401,11401,2126.88,0.822
11402,11402,2126.7900000000004,0.822
11403,11403,2126.7163636363643,0.822
11404,11404,2126.7000000000007,0.822
11405,11405,2126.7000000000007,0.822
11406,11406,2126.6181818181813,0.822
11407,11407,2126.52,0.822
11408,11408,2126.4300000000007,0.822
11409,11409,2126.2499999999995,0.822
11410,11410,2126.225454545455,0.822
11411,11411,2126.1600000000008,0.822
11412,11412,2126.16,0.822
11413,11413,2126.0879999999997,0.822
11414,11414,2125.9800000000005,0.822
11415,11415,2125.98,0.822
11416,11416,2125.98,0.822
11417,11417,2125.930909090909,0.822
11418,11418,2125.8,0.822
11419,11419,2125.7345454545457,0.822
11420,11420,2125.548,0.822
11421,11421,2125.5381818181822,0.822
11422,11422,2125.145454545455,0.822
11423,11423,2125.08,0.822
11424,11424,2125.0080000000007,0.822
11425,11425,2124.99,0.822
11426,11426,2124.9000000000005,0.822
11427,11427,2124.9,0.822
11428,11428,2124.850909090909,0.822
11429,11429,2124.72,0.822
11430,11430,2124.6300000000006,0.822
11431,11431,2124.63,0.822
11432,11432,2124.5399999999995,0.822
11433,11433,2124.4581818181823,0.822
11434,11434,2124.27,0.822
11435,11435,2124.0,0.822
11436,11436,2124.0,0.822
11437,11437,2123.9999999999995,0.822
11438,11438,2123.9999999999995,0.822
11439,11439,2123.9100000000008,0.822
11440,11440,2123.9100000000008,0.822
11441,11441,2123.8200000000006,0.822
11442,11442,2123.82,0.822
11443,11443,2123.82,0.822
11444,11444,2123.82,0.822
11445,11445,2123.82,0.822
11446,11446,2123.82,0.822
11447,11447,2123.73,0.822
11448,11448,2123.640000000001,0.822
11449,11449,2123.640000000001,0.822
11450,11450,2123.4600000000005,0.822
11451,11451,2123.46,0.822
11452,11452,2123.19,0.822
11453,11453,2123.181818181819,0.822
11454,11454,2123.181818181818,0.822
11455,11455,2123.1,0.822
11456,11456,2123.0836363636367,0.822
11457,11457,2123.0836363636363,0.822
11458,11458,2122.74,0.822
11459,11459,2122.74,0.822
11460,11460,2122.690909090909,0.822
11461,11461,2122.65,0.822
11462,11462,2122.592727272728,0.822
11463,11463,2122.47,0.822
11464,11464,2122.38,0.822
11465,11465,2122.38,0.821
11466,11466,2122.1100000000006,0.821
11467,11467,2122.11,0.821
11468,11468,2122.0200000000004,0.821
11469,11469,2121.9300000000007,0.821
11470,11470,2121.84,0.821
11471,11471,2121.66,0.821
11472,11472,2121.57,0.821
11473,11473,2121.57,0.821
11474,11474,2121.336,0.821
11475,11475,2121.228,0.821
11476,11476,2121.21,0.821
11477,11477,2121.21,0.821
11478,11478,2121.120000000001,0.821
11479,11479,2121.12,0.821
11480,11480,2121.03,0.821
11481,11481,2121.0218181818177,0.821
11482,11482,2121.0218181818177,0.821
11483,11483,2120.9400000000005,0.821
11484,11484,2120.88,0.821
11485,11485,2120.85,0.821
11486,11486,2120.7600000000007,0.821
11487,11487,2120.7272727272734,0.821
11488,11488,2120.580000000001,0.821
11489,11489,2120.49,0.821
11490,11490,2120.4327272727273,0.821
11491,11491,2120.3640000000005,0.821
11492,11492,2120.175,0.821
11493,11493,2120.1381818181812,0.821
11494,11494,2120.04,0.821
11495,11495,2119.9500000000007,0.821
11496,11496,2119.9500000000007,0.821
11497,11497,2119.9320000000002,0.821
11498,11498,2119.86,0.821
11499,11499,2119.7700000000004,0.821
11500,11500,2119.5000000000005,0.821
11501,11501,2119.32,0.821
11502,11502,2119.32,0.821
11503,11503,2119.1760000000004,0.821
11504,11504,2119.140000000001,0.821
11505,11505,2119.0581818181813,0.821
11506,11506,2118.96,0.821
11507,11507,2118.87,0.821
11508,11508,2118.78,0.821
11509,11509,2118.7636363636366,0.821
11510,11510,2118.7636363636366,0.821
11511,11511,2118.6900000000005,0.821
11512,11512,2118.6900000000005,0.821
11513,11513,2118.6900000000005,0.821
11514,11514,2118.69,0.821
11515,11515,2118.6,0.821
11516,11516,2118.567272727273,0.821
11517,11517,2118.4200000000005,0.821
11518,11518,2118.370909090909,0.821
11519,11519,2118.33,0.821
11520,11520,2118.33,0.821
11521,11521,2118.24,0.821
11522,11522,2118.0600000000004,0.821
11523,11523,2117.9781818181823,0.821
11524,11524,2117.8800000000006,0.821
11525,11525,2117.88,0.821
11526,11526,2117.6836363636357,0.821
11527,11527,2117.6639999999998,0.821
11528,11528,2117.52,0.821
11529,11529,2117.25,0.82
11530,11530,2116.8981818181824,0.82
11531,11531,2116.89,0.82
11532,11532,2116.8,0.82
11533,11533,2116.8,0.82
11534,11534,2116.8,0.82
11535,11535,2116.8,0.82
11536,11536,2116.7100000000005,0.82
11537,11537,2116.692,0.82
11538,11538,2116.620000000001,0.82
11539,11539,2116.6199999999994,0.82
11540,11540,2116.407272727273,0.82
11541,11541,2116.309090909091,0.82
11542,11542,2116.26,0.82
