,index,LoadHourlyAvg,ZoneName,SignalMonth,ZoneAreaSqFt
41535,41535,801.3599999999999,CAV-01-3A-09,8,256.0
41536,41536,801.2700000000001,CAV-02-3A-03,10,268.0
41537,41537,801.252,CAV-02-3A-02,9,268.0
41538,41538,801.1800000000002,CAV-01-3A-14,11,264.0
41539,41539,801.18,CAV-01-3A-18,11,250.0
41540,41540,801.18,CAV-01-3A-18,2,250.0
41541,41541,801.1636363636364,CAV-01-3A-09,5,256.0
41542,41542,801.1636363636363,CAV-02-3A-01,6,268.0
41543,41543,801.1200000000002,CAV-02-5A-04,5,268.0
41544,41544,801.09,CAV-01-3A-24,3,268.0
41545,41545,801.0,CAV-02-3A-01,6,268.0
41546,41546,801.0,CAV-01-3A-24,6,268.0
41547,41547,800.9999999999999,CAV-02-3A-05,6,348.0
41548,41548,800.91,CAV-02-5A-01,6,268.0
41549,41549,800.9099999999997,CAV-02-5A-05,4,348.0
41550,41550,800.73,CAV-02-5A-01,10,268.0
41551,41551,800.7120000000001,CAV-02-5A-05,2,348.0
41552,41552,800.64,CAV-02-5A-01,2,268.0
41553,41553,800.5500000000001,CAV-01-3A-12,10,252.0
41554,41554,800.5500000000001,CAV-01-3A-10,9,256.0
41555,41555,800.5500000000001,CAV-02-3A-05,8,348.0
41556,41556,800.46,CAV-01-3A-12,7,252.0
41557,41557,800.46,CAV-02-3A-04,5,268.0
41558,41558,800.3880000000001,CAV-02-3A-02,3,268.0
41559,41559,800.388,CAV-01-3A-09,2,256.0
41560,41560,800.37,CAV-01-3A-12,7,252.0
41561,41561,800.2800000000002,CAV-01-3A-11,1,269.0
41562,41562,800.2800000000002,CAV-01-3A-14,7,264.0
41563,41563,800.2800000000001,CAV-01-3A-15,8,255.0
41564,41564,800.2800000000001,CAV-01-3A-12,7,252.0
41565,41565,800.28,CAV-01-3A-16,7,255.0
41566,41566,800.2799999999999,CAV-01-3A-15,12,255.0
41567,41567,800.2799999999999,CAV-01-3A-15,4,255.0
41568,41568,800.2799999999999,CAV-01-3A-17,5,264.0
41569,41569,800.19,CAV-01-3A-23,2,334.0
41570,41570,800.1899999999999,CAV-02-3A-05,12,348.0
41571,41571,800.1000000000003,CAV-02-5A-05,2,348.0
41572,41572,800.0100000000002,CAV-02-3A-05,10,348.0
41573,41573,800.0100000000001,CAV-01-3A-23,8,334.0
41574,41574,799.9200000000001,CAV-02-3A-04,5,268.0
41575,41575,799.8479999999997,CAV-02-5A-03,3,268.0
41576,41576,799.83,CAV-02-5A-05,4,348.0
41577,41577,799.789090909091,CAV-01-3A-17,1,264.0
41578,41578,799.5600000000001,CAV-01-3A-12,10,252.0
41579,41579,799.5600000000001,CAV-02-3A-01,10,268.0
41580,41580,799.56,CAV-02-3A-05,10,348.0
41581,41581,799.5240000000001,CAV-01-3A-11,10,269.0
41582,41582,799.4700000000001,CAV-02-5A-05,7,348.0
41583,41583,799.4699999999999,CAV-02-3A-03,7,268.0
41584,41584,799.3800000000001,CAV-02-3A-01,9,268.0
41585,41585,799.3800000000001,CAV-01-3A-10,6,256.0
41586,41586,799.38,CAV-02-3A-05,7,348.0
41587,41587,799.2900000000001,CAV-01-3A-22,7,263.0
41588,41588,799.2000000000002,CAV-02-5A-01,8,268.0
41589,41589,799.2000000000002,CAV-02-3A-04,1,268.0
41590,41590,799.2000000000002,CAV-01-3A-17,10,264.0
41591,41591,799.2,CAV-02-3A-01,8,268.0
41592,41592,799.1999999999999,CAV-02-5A-03,5,268.0
41593,41593,799.1999999999999,CAV-02-5A-05,6,348.0
41594,41594,799.11,CAV-01-3A-12,11,252.0
41595,41595,799.0200000000001,CAV-01-3A-10,12,256.0
41596,41596,799.0200000000001,CAV-01-3A-07,2,269.0
41597,41597,799.0200000000001,CAV-02-3A-01,7,268.0
41598,41598,799.02,CAV-02-5A-05,5,348.0
41599,41599,799.02,CAV-01-3A-11,3,269.0
41600,41600,799.0199999999999,CAV-02-5A-01,8,268.0
41601,41601,798.93,CAV-01-3A-18,10,250.0
41602,41602,798.8400000000001,CAV-01-3A-15,5,255.0
41603,41603,798.8400000000001,CAV-01-3A-17,4,264.0
41604,41604,798.84,CAV-02-3A-05,8,348.0
41605,41605,798.84,CAV-02-5A-04,5,268.0
41606,41606,798.8072727272728,CAV-01-3A-18,10,250.0
41607,41607,798.66,CAV-01-3A-09,5,256.0
41608,41608,798.66,CAV-02-5A-01,8,268.0
41609,41609,798.5700000000002,CAV-01-3A-16,7,255.0
41610,41610,798.552,CAV-01-3A-07,5,269.0
41611,41611,798.4800000000001,CAV-02-3A-02,9,268.0
41612,41612,798.48,CAV-02-5A-05,12,348.0
41613,41613,798.3000000000002,CAV-01-3A-23,5,334.0
41614,41614,798.3000000000001,CAV-01-3A-14,3,264.0
41615,41615,798.3000000000001,CAV-02-3A-01,9,268.0
41616,41616,798.2550000000001,CAV-01-3A-21,11,263.0
41617,41617,798.21,CAV-01-3A-11,1,269.0
41618,41618,798.1200000000001,CAV-02-5A-01,7,268.0
41619,41619,798.12,CAV-02-3A-01,9,268.0
41620,41620,798.12,CAV-01-3A-15,10,255.0
41621,41621,798.0300000000003,CAV-01-3A-07,2,269.0
41622,41622,798.0300000000001,CAV-01-3A-07,5,269.0
41623,41623,798.0300000000001,CAV-02-3A-04,11,268.0
41624,41624,798.0218181818182,CAV-01-3A-07,2,269.0
41625,41625,798.0120000000001,CAV-02-3A-25,5,334.0
41626,41626,797.94,CAV-01-3A-14,10,264.0
41627,41627,797.9236363636365,CAV-02-3A-01,10,268.0
41628,41628,797.9040000000001,CAV-01-3A-14,10,264.0
41629,41629,797.85,CAV-01-3A-15,2,255.0
41630,41630,797.85,CAV-02-3A-03,5,268.0
41631,41631,797.796,CAV-02-5A-03,11,268.0
41632,41632,797.7600000000001,CAV-02-3A-04,4,268.0
41633,41633,797.7600000000001,CAV-02-3A-04,4,268.0
41634,41634,797.6700000000001,CAV-01-3A-12,2,252.0
41635,41635,797.6700000000001,CAV-01-3A-11,5,269.0
41636,41636,797.67,CAV-01-3A-12,7,252.0
41637,41637,797.58,CAV-02-3A-01,6,268.0
41638,41638,797.4900000000001,CAV-01-3A-17,4,264.0
41639,41639,797.4900000000001,CAV-02-3A-01,11,268.0
41640,41640,797.4900000000001,CAV-02-3A-03,5,268.0
41641,41641,797.4720000000001,CAV-02-5A-01,11,268.0
41642,41642,797.4327272727273,CAV-01-3A-15,12,255.0
41643,41643,797.4000000000001,CAV-01-3A-17,8,264.0
41644,41644,797.4,CAV-01-3A-23,6,334.0
41645,41645,797.4,CAV-02-3A-01,11,268.0
41646,41646,797.3100000000001,CAV-01-3A-21,2,263.0
41647,41647,797.2200000000003,CAV-01-3A-23,7,334.0
41648,41648,797.148,CAV-02-5A-05,3,348.0
41649,41649,797.1300000000001,CAV-01-3A-10,7,256.0
41650,41650,797.1300000000001,CAV-01-3A-10,9,256.0
41651,41651,796.9500000000002,CAV-01-3A-14,7,264.0
41652,41652,796.9500000000002,CAV-01-3A-23,3,334.0
41653,41653,796.9500000000002,CAV-01-3A-23,4,334.0
41654,41654,796.86,CAV-02-3A-01,6,268.0
41655,41655,796.7454545454548,CAV-01-3A-07,5,269.0
41656,41656,796.68,CAV-02-5A-02,3,268.0
41657,41657,796.6799999999998,CAV-01-3A-10,6,256.0
41658,41658,796.5899999999998,CAV-01-3A-15,3,255.0
41659,41659,796.549090909091,CAV-01-3A-24,7,268.0
41660,41660,796.5000000000001,CAV-02-3A-05,2,348.0
41661,41661,796.5000000000001,CAV-02-3A-01,6,268.0
41662,41662,796.5000000000001,CAV-01-3A-12,11,252.0
41663,41663,796.5,CAV-01-3A-24,2,268.0
41664,41664,796.5,CAV-02-5A-05,6,348.0
41665,41665,796.4100000000002,CAV-01-3A-14,1,264.0
41666,41666,796.3200000000002,CAV-02-3A-01,12,268.0
41667,41667,796.32,CAV-01-3A-09,9,256.0
41668,41668,796.2545454545456,CAV-01-3A-09,3,256.0
41669,41669,796.2545454545453,CAV-01-3A-07,8,269.0
41670,41670,796.2300000000001,CAV-02-5A-05,7,348.0
41671,41671,796.23,CAV-01-3A-09,3,256.0
41672,41672,796.23,CAV-02-5A-05,10,348.0
41673,41673,796.2299999999999,CAV-02-3A-25,10,334.0
41674,41674,796.0500000000001,CAV-01-3A-20,10,250.0
41675,41675,795.9600000000002,CAV-01-3A-16,8,255.0
41676,41676,795.9600000000002,CAV-01-3A-20,12,250.0
41677,41677,795.9599999999999,CAV-01-3A-23,2,334.0
41678,41678,795.87,CAV-02-5A-05,2,348.0
41679,41679,795.87,CAV-02-3A-01,6,268.0
41680,41680,795.7800000000001,CAV-02-3A-03,12,268.0
41681,41681,795.69,CAV-01-3A-15,8,255.0
41682,41682,795.6899999999999,CAV-01-3A-24,10,268.0
41683,41683,795.6,CAV-01-3A-12,11,252.0
41684,41684,795.6,CAV-02-3A-01,8,268.0
41685,41685,795.6,CAV-01-3A-14,6,264.0
41686,41686,795.6,CAV-02-3A-01,5,268.0
41687,41687,795.6,CAV-02-3A-01,4,268.0
41688,41688,795.5999999999999,CAV-02-3A-01,8,268.0
41689,41689,795.5999999999999,CAV-01-3A-12,10,252.0
41690,41690,795.5672727272727,CAV-02-3A-03,4,268.0
41691,41691,795.5099999999999,CAV-01-3A-24,3,268.0
41692,41692,795.4200000000001,CAV-01-3A-18,1,250.0
41693,41693,795.3300000000003,CAV-01-3A-18,7,250.0
41694,41694,795.2400000000001,CAV-01-3A-23,5,334.0
41695,41695,795.1745454545454,CAV-01-3A-10,9,256.0
41696,41696,795.1500000000002,CAV-01-3A-16,9,255.0
41697,41697,795.1500000000001,CAV-02-3A-04,1,268.0
41698,41698,795.1500000000001,CAV-01-3A-16,12,255.0
41699,41699,795.15,CAV-01-3A-11,11,269.0
41700,41700,795.15,CAV-01-3A-24,3,268.0
41701,41701,795.0763636363638,CAV-02-3A-01,8,268.0
41702,41702,795.0763636363638,CAV-01-3A-15,1,255.0
41703,41703,795.0600000000001,CAV-01-3A-15,1,255.0
41704,41704,795.06,CAV-01-3A-07,5,269.0
41705,41705,795.0599999999998,CAV-02-3A-01,10,268.0
41706,41706,794.988,CAV-02-5A-03,10,268.0
41707,41707,794.9700000000001,CAV-02-3A-01,2,268.0
41708,41708,794.9700000000001,CAV-01-3A-15,2,255.0
41709,41709,794.9699999999999,CAV-01-3A-09,9,256.0
41710,41710,794.8800000000001,CAV-02-3A-01,7,268.0
41711,41711,794.8800000000001,CAV-02-5A-05,8,348.0
41712,41712,794.88,CAV-01-3A-20,2,250.0
41713,41713,794.8799999999999,CAV-02-5A-03,8,268.0
41714,41714,794.7000000000002,CAV-01-3A-17,5,264.0
41715,41715,794.6999999999999,CAV-01-3A-12,10,252.0
41716,41716,794.6836363636365,CAV-01-3A-15,5,255.0
41717,41717,794.6836363636364,CAV-01-3A-10,7,256.0
41718,41718,794.6836363636364,CAV-01-3A-07,7,269.0
41719,41719,794.6836363636364,CAV-01-3A-07,6,269.0
41720,41720,794.6100000000001,CAV-02-3A-01,11,268.0
41721,41721,794.6100000000001,CAV-02-5A-01,1,268.0
41722,41722,794.61,CAV-01-3A-23,6,334.0
41723,41723,794.61,CAV-02-3A-01,10,268.0
41724,41724,794.3400000000001,CAV-02-3A-01,5,268.0
41725,41725,794.232,CAV-01-3A-12,11,252.0
41726,41726,794.1927272727273,CAV-02-5A-01,9,268.0
41727,41727,794.1927272727272,CAV-01-3A-17,7,264.0
41728,41728,794.1600000000002,CAV-02-5A-01,1,268.0
41729,41729,793.9800000000001,CAV-01-3A-23,6,334.0
41730,41730,793.8981818181818,CAV-02-3A-01,6,268.0
41731,41731,793.89,CAV-01-3A-24,9,268.0
41732,41732,793.7999999999998,CAV-01-3A-12,7,252.0
41733,41733,793.71,CAV-02-5A-03,8,268.0
41734,41734,793.6200000000002,CAV-01-3A-20,9,250.0
41735,41735,793.5300000000001,CAV-01-3A-24,9,268.0
41736,41736,793.5299999999999,CAV-02-3A-25,5,334.0
41737,41737,793.4400000000002,CAV-01-3A-09,7,256.0
41738,41738,793.44,CAV-02-5A-03,2,268.0
41739,41739,793.4399999999999,CAV-02-5A-05,12,348.0
41740,41740,793.4072727272728,CAV-02-5A-01,1,268.0
41741,41741,793.3090909090909,CAV-02-5A-04,10,268.0
41742,41742,793.2600000000001,CAV-01-3A-09,6,256.0
41743,41743,793.2600000000001,CAV-01-3A-12,7,252.0
41744,41744,793.2109090909092,CAV-02-3A-03,8,268.0
41745,41745,793.17,CAV-02-3A-01,8,268.0
41746,41746,793.152,CAV-01-3A-12,10,252.0
41747,41747,793.1127272727273,CAV-01-3A-09,8,256.0
41748,41748,793.0799999999999,CAV-01-3A-12,11,252.0
41749,41749,793.0799999999999,CAV-01-3A-12,11,252.0
41750,41750,792.9899999999999,CAV-01-3A-15,11,255.0
41751,41751,792.9163636363638,CAV-02-3A-04,10,268.0
41752,41752,792.9000000000001,CAV-02-3A-04,9,268.0
41753,41753,792.9000000000001,CAV-01-3A-22,5,263.0
41754,41754,792.5400000000001,CAV-01-3A-12,11,252.0
41755,41755,792.3600000000001,CAV-02-5A-02,8,268.0
41756,41756,792.3600000000001,CAV-01-3A-15,8,255.0
41757,41757,792.36,CAV-01-3A-17,9,264.0
41758,41758,792.3599999999998,CAV-01-3A-10,11,256.0
41759,41759,792.27,CAV-02-5A-05,12,348.0
41760,41760,792.2699999999999,CAV-01-3A-23,11,334.0
41761,41761,792.1800000000002,CAV-01-3A-20,2,250.0
41762,41762,792.18,CAV-02-5A-05,2,348.0
41763,41763,792.18,CAV-01-3A-23,3,334.0
41764,41764,792.1309090909091,CAV-01-3A-11,10,269.0
41765,41765,792.09,CAV-01-3A-24,5,268.0
41766,41766,792.0000000000001,CAV-02-5A-05,9,348.0
41767,41767,792.0,CAV-02-3A-01,6,268.0
41768,41768,792.0,CAV-01-3A-24,2,268.0
41769,41769,792.0,CAV-01-3A-09,6,256.0
41770,41770,792.0,CAV-01-3A-23,10,334.0
41771,41771,791.82,CAV-02-3A-01,6,268.0
41772,41772,791.82,CAV-02-3A-05,6,348.0
41773,41773,791.7300000000001,CAV-02-5A-05,12,348.0
41774,41774,791.73,CAV-01-3A-24,8,268.0
41775,41775,791.64,CAV-01-3A-14,3,264.0
41776,41776,791.64,CAV-01-3A-10,6,256.0
41777,41777,791.5500000000002,CAV-01-3A-09,7,256.0
41778,41778,791.5500000000002,CAV-02-3A-03,7,268.0
41779,41779,791.5499999999998,CAV-01-3A-16,9,255.0
41780,41780,791.5418181818183,CAV-01-3A-11,10,269.0
41781,41781,791.4600000000002,CAV-01-3A-23,7,334.0
41782,41782,791.4599999999999,CAV-02-3A-03,9,268.0
41783,41783,791.4436363636363,CAV-02-3A-01,6,268.0
41784,41784,791.37,CAV-01-3A-12,10,252.0
41785,41785,791.37,CAV-01-3A-24,1,268.0
41786,41786,791.2800000000001,CAV-01-3A-12,10,252.0
41787,41787,791.2799999999999,CAV-01-3A-23,9,334.0
41788,41788,791.2472727272728,CAV-01-3A-18,10,250.0
41789,41789,791.1900000000002,CAV-02-3A-05,8,348.0
41790,41790,791.19,CAV-02-5A-02,7,268.0
41791,41791,791.1899999999999,CAV-01-3A-14,7,264.0
41792,41792,791.1490909090909,CAV-02-3A-01,11,268.0
41793,41793,791.1,CAV-01-3A-23,8,334.0
41794,41794,791.0509090909092,CAV-02-5A-05,8,348.0
41795,41795,791.0100000000001,CAV-02-5A-05,11,348.0
41796,41796,790.9200000000001,CAV-02-3A-31,8,92.0
41797,41797,790.8840000000002,CAV-02-3A-04,11,268.0
41798,41798,790.8545454545456,CAV-02-5A-05,2,348.0
41799,41799,790.658181818182,CAV-01-3A-18,12,250.0
41800,41800,790.5600000000001,CAV-02-5A-02,12,268.0
41801,41801,790.4700000000001,CAV-01-3A-20,5,250.0
41802,41802,790.4700000000001,CAV-02-3A-01,9,268.0
41803,41803,790.3800000000001,CAV-01-3A-18,10,250.0
41804,41804,790.3800000000001,CAV-02-5A-05,12,348.0
41805,41805,790.2900000000001,CAV-01-3A-11,12,269.0
41806,41806,790.29,CAV-01-3A-24,5,268.0
41807,41807,790.29,CAV-01-3A-23,7,334.0
41808,41808,790.2360000000001,CAV-02-5A-02,9,268.0
41809,41809,790.2000000000002,CAV-01-3A-23,5,334.0
41810,41810,790.11,CAV-01-3A-15,8,255.0
41811,41811,790.11,CAV-01-3A-09,4,256.0
41812,41812,790.11,CAV-01-3A-15,4,255.0
41813,41813,790.0200000000001,CAV-01-3A-21,11,263.0
41814,41814,790.0200000000001,CAV-01-3A-12,8,252.0
41815,41815,790.0200000000001,CAV-01-3A-10,2,256.0
41816,41816,790.0200000000001,CAV-02-3A-01,10,268.0
41817,41817,790.02,CAV-01-3A-11,6,269.0
41818,41818,790.02,CAV-01-3A-15,1,255.0
41819,41819,790.02,CAV-02-3A-01,1,268.0
41820,41820,790.0199999999999,CAV-02-3A-03,10,268.0
41821,41821,790.0199999999999,CAV-01-3A-18,3,250.0
41822,41822,789.9709090909091,CAV-02-3A-01,7,268.0
41823,41823,789.93,CAV-02-5A-05,7,348.0
41824,41824,789.84,CAV-01-3A-17,10,264.0
41825,41825,789.7745454545455,CAV-01-3A-12,11,252.0
41826,41826,789.75,CAV-02-5A-05,11,348.0
41827,41827,789.7499999999999,CAV-01-3A-16,6,255.0
41828,41828,789.66,CAV-01-3A-21,5,263.0
41829,41829,789.57,CAV-01-3A-12,10,252.0
41830,41830,789.57,CAV-01-3A-15,9,255.0
41831,41831,789.39,CAV-02-5A-05,6,348.0
41832,41832,789.3000000000002,CAV-01-3A-24,12,268.0
41833,41833,789.3000000000001,CAV-02-5A-05,12,348.0
41834,41834,789.21,CAV-01-3A-15,5,255.0
41835,41835,789.1854545454546,CAV-02-3A-03,7,268.0
41836,41836,789.1199999999999,CAV-02-3A-01,11,268.0
41837,41837,789.0872727272728,CAV-01-3A-12,5,252.0
41838,41838,789.0872727272728,CAV-01-3A-15,5,255.0
41839,41839,789.0300000000002,CAV-01-3A-15,5,255.0
41840,41840,789.0300000000001,CAV-01-3A-16,7,255.0
41841,41841,789.0300000000001,CAV-01-3A-15,3,255.0
41842,41842,788.9890909090908,CAV-02-5A-05,8,348.0
41843,41843,788.94,CAV-01-3A-17,5,264.0
41844,41844,788.8909090909092,CAV-01-3A-09,11,256.0
41845,41845,788.7600000000002,CAV-01-3A-12,11,252.0
41846,41846,788.6700000000001,CAV-01-3A-15,7,255.0
41847,41847,788.5963636363638,CAV-01-3A-23,2,334.0
41848,41848,788.5963636363638,CAV-02-5A-01,3,268.0
41849,41849,788.5963636363635,CAV-02-5A-05,10,348.0
41850,41850,788.58,CAV-02-3A-01,8,268.0
41851,41851,788.4900000000001,CAV-02-3A-01,11,268.0
41852,41852,788.4900000000001,CAV-02-5A-04,8,268.0
41853,41853,788.4900000000001,CAV-01-3A-23,10,334.0
41854,41854,788.4900000000001,CAV-01-3A-18,8,250.0
41855,41855,788.4900000000001,CAV-02-5A-04,5,268.0
41856,41856,788.4900000000001,CAV-02-5A-05,6,348.0
41857,41857,788.4899999999999,CAV-02-3A-01,2,268.0
41858,41858,788.4899999999999,CAV-01-3A-12,10,252.0
41859,41859,788.4000000000002,CAV-01-3A-20,3,250.0
41860,41860,788.4000000000001,CAV-02-3A-01,1,268.0
41861,41861,788.4000000000001,CAV-02-5A-05,5,348.0
41862,41862,788.4000000000001,CAV-02-3A-01,8,268.0
41863,41863,788.4,CAV-02-3A-01,11,268.0
41864,41864,788.4,CAV-02-3A-01,6,268.0
41865,41865,788.3100000000001,CAV-01-3A-12,2,252.0
41866,41866,788.3018181818181,CAV-02-3A-01,3,268.0
41867,41867,788.2200000000003,CAV-01-3A-18,7,250.0
41868,41868,788.2199999999999,CAV-02-3A-01,11,268.0
41869,41869,788.2199999999999,CAV-02-3A-05,1,348.0
41870,41870,788.13,CAV-01-3A-12,4,252.0
41871,41871,788.04,CAV-01-3A-07,4,269.0
41872,41872,787.9500000000002,CAV-01-3A-16,7,255.0
41873,41873,787.9500000000002,CAV-02-5A-04,5,268.0
41874,41874,787.9499999999999,CAV-01-3A-09,1,256.0
41875,41875,787.9499999999999,CAV-02-5A-03,6,268.0
41876,41876,787.8600000000001,CAV-01-3A-23,11,334.0
41877,41877,787.86,CAV-02-3A-01,11,268.0
41878,41878,787.86,CAV-01-3A-09,12,256.0
41879,41879,787.7519999999996,CAV-01-3A-23,3,334.0
41880,41880,787.7127272727273,CAV-01-3A-14,3,264.0
41881,41881,787.7127272727273,CAV-01-3A-24,5,268.0
41882,41882,787.68,CAV-02-5A-04,4,268.0
41883,41883,787.68,CAV-01-3A-23,6,334.0
41884,41884,787.32,CAV-01-3A-20,7,250.0
41885,41885,787.23,CAV-01-3A-09,2,256.0
41886,41886,787.14,CAV-01-3A-09,8,256.0
41887,41887,787.0500000000002,CAV-02-5A-02,10,268.0
41888,41888,787.0500000000002,CAV-02-5A-01,8,268.0
41889,41889,787.0254545454546,CAV-02-3A-01,6,268.0
41890,41890,786.87,CAV-02-3A-01,11,268.0
41891,41891,786.7799999999999,CAV-01-3A-18,8,250.0
41892,41892,786.7799999999997,CAV-01-3A-24,10,268.0
41893,41893,786.730909090909,CAV-01-3A-15,5,255.0
41894,41894,786.69,CAV-02-3A-01,6,268.0
41895,41895,786.6553846153846,CAV-01-3A-24,8,268.0
41896,41896,786.6327272727274,CAV-02-3A-04,5,268.0
41897,41897,786.6327272727272,CAV-02-5A-02,4,268.0
41898,41898,786.6327272727272,CAV-01-3A-15,3,255.0
41899,41899,786.5999999999999,CAV-01-3A-21,7,263.0
41900,41900,786.5999999999999,CAV-02-3A-05,5,348.0
41901,41901,786.5100000000001,CAV-02-5A-05,12,348.0
41902,41902,786.5100000000001,CAV-01-3A-24,7,268.0
41903,41903,786.5099999999999,CAV-01-3A-20,8,250.0
41904,41904,786.33,CAV-01-3A-24,12,268.0
41905,41905,786.2400000000002,CAV-02-3A-31,1,92.0
41906,41906,786.2400000000001,CAV-02-3A-01,10,268.0
41907,41907,786.2399999999999,CAV-01-3A-24,10,268.0
41908,41908,786.2399999999999,CAV-02-5A-05,12,348.0
41909,41909,786.1500000000001,CAV-01-3A-24,11,268.0
41910,41910,786.1500000000001,CAV-02-3A-01,6,268.0
41911,41911,786.15,CAV-02-3A-03,7,268.0
41912,41912,786.1418181818179,CAV-01-3A-16,6,255.0
41913,41913,786.0600000000001,CAV-01-3A-23,8,334.0
41914,41914,786.0436363636364,CAV-02-5A-03,8,268.0
41915,41915,786.0240000000001,CAV-02-5A-04,4,268.0
41916,41916,785.9700000000003,CAV-01-3A-16,1,255.0
41917,41917,785.9700000000001,CAV-02-5A-04,11,268.0
41918,41918,785.9159999999999,CAV-02-5A-05,8,348.0
41919,41919,785.8800000000001,CAV-01-3A-23,12,334.0
41920,41920,785.8472727272729,CAV-01-3A-21,8,263.0
41921,41921,785.7900000000001,CAV-01-3A-12,11,252.0
41922,41922,785.79,CAV-01-3A-22,5,263.0
41923,41923,785.7490909090909,CAV-02-5A-05,6,348.0
41924,41924,785.6100000000001,CAV-02-3A-01,5,268.0
41925,41925,785.5527272727275,CAV-02-3A-01,10,268.0
41926,41926,785.5527272727272,CAV-02-5A-05,10,348.0
41927,41927,785.4685714285714,CAV-02-5A-05,7,348.0
41928,41928,785.4545454545455,CAV-02-5A-05,11,348.0
41929,41929,785.4545454545455,CAV-02-3A-01,1,268.0
41930,41930,785.4545454545455,CAV-01-3A-24,5,268.0
41931,41931,785.43,CAV-01-3A-20,12,250.0
41932,41932,785.3563636363638,CAV-02-5A-05,10,348.0
41933,41933,785.34,CAV-02-3A-01,5,268.0
41934,41934,785.2581818181818,CAV-02-3A-01,6,268.0
41935,41935,785.2500000000001,CAV-02-5A-03,11,268.0
41936,41936,785.2500000000001,CAV-01-3A-20,10,250.0
41937,41937,785.25,CAV-02-3A-05,7,348.0
41938,41938,785.2499999999999,CAV-01-3A-12,11,252.0
41939,41939,785.1600000000002,CAV-01-3A-11,4,269.0
41940,41940,785.16,CAV-02-3A-01,8,268.0
41941,41941,785.16,CAV-01-3A-14,12,264.0
41942,41942,785.1599999999999,CAV-01-3A-23,5,334.0
41943,41943,785.1599999999999,CAV-02-5A-05,3,348.0
41944,41944,785.07,CAV-01-3A-10,3,256.0
41945,41945,785.07,CAV-01-3A-20,10,250.0
41946,41946,785.07,CAV-01-3A-20,8,250.0
41947,41947,785.0699999999997,CAV-01-3A-23,12,334.0
41948,41948,784.9800000000001,CAV-01-3A-24,10,268.0
41949,41949,784.98,CAV-01-3A-17,6,264.0
41950,41950,784.9799999999997,CAV-02-3A-05,10,348.0
41951,41951,784.8900000000003,CAV-01-3A-16,6,255.0
41952,41952,784.8900000000002,CAV-01-3A-15,7,255.0
41953,41953,784.8900000000002,CAV-01-3A-07,7,269.0
41954,41954,784.89,CAV-01-3A-16,4,255.0
41955,41955,784.89,CAV-01-3A-22,7,263.0
41956,41956,784.89,CAV-01-3A-18,5,250.0
41957,41957,784.89,CAV-02-5A-01,9,268.0
41958,41958,784.89,CAV-01-3A-12,4,252.0
41959,41959,784.8000000000001,CAV-02-5A-01,3,268.0
41960,41960,784.8000000000001,CAV-01-3A-09,11,256.0
41961,41961,784.8000000000001,CAV-02-5A-05,7,348.0
41962,41962,784.8000000000001,CAV-02-5A-05,6,348.0
41963,41963,784.7999999999998,CAV-02-3A-01,7,268.0
41964,41964,784.7999999999998,CAV-02-3A-01,6,268.0
41965,41965,784.7099999999999,CAV-02-3A-03,8,268.0
41966,41966,784.6200000000002,CAV-02-3A-01,6,268.0
41967,41967,784.62,CAV-02-5A-04,5,268.0
41968,41968,784.62,CAV-01-3A-11,5,269.0
41969,41969,784.5300000000001,CAV-01-3A-12,12,252.0
41970,41970,784.5299999999997,CAV-02-5A-01,2,268.0
41971,41971,784.4727272727275,CAV-01-3A-12,10,252.0
41972,41972,784.4727272727275,CAV-02-5A-01,4,268.0
41973,41973,784.4727272727273,CAV-02-5A-02,1,268.0
41974,41974,784.1700000000001,CAV-01-3A-07,4,269.0
41975,41975,784.1700000000001,CAV-02-5A-01,9,268.0
41976,41976,784.1700000000001,CAV-01-3A-16,2,255.0
41977,41977,784.1700000000001,CAV-02-5A-05,7,348.0
41978,41978,784.08,CAV-01-3A-23,10,334.0
41979,41979,784.08,CAV-02-5A-04,12,268.0
41980,41980,784.0799999999999,CAV-01-3A-20,8,250.0
41981,41981,783.9900000000006,CAV-01-3A-22,5,263.0
41982,41982,783.9900000000001,CAV-01-3A-14,3,264.0
41983,41983,783.9900000000001,CAV-02-3A-03,7,268.0
41984,41984,783.9900000000001,CAV-01-3A-11,12,269.0
41985,41985,783.9899999999999,CAV-01-3A-09,10,256.0
41986,41986,783.972,CAV-02-3A-01,6,268.0
41987,41987,783.8100000000001,CAV-02-3A-01,4,268.0
41988,41988,783.81,CAV-02-5A-05,11,348.0
41989,41989,783.7854545454545,CAV-02-5A-05,7,348.0
41990,41990,783.7199999999999,CAV-02-5A-01,2,268.0
41991,41991,783.6480000000001,CAV-02-3A-05,4,348.0
41992,41992,783.6300000000001,CAV-02-5A-05,2,348.0
41993,41993,783.6300000000001,CAV-01-3A-17,11,264.0
41994,41994,783.589090909091,CAV-01-3A-15,12,255.0
41995,41995,783.5400000000003,CAV-01-3A-23,9,334.0
41996,41996,783.5400000000001,CAV-02-3A-01,9,268.0
41997,41997,783.4909090909092,CAV-02-3A-01,6,268.0
41998,41998,783.4909090909091,CAV-01-3A-15,6,255.0
41999,41999,783.4500000000002,CAV-01-3A-11,4,269.0
42000,42000,783.4500000000002,CAV-01-3A-09,3,256.0
42001,42001,783.4499999999998,CAV-01-3A-15,6,255.0
42002,42002,783.4499999999995,CAV-02-3A-04,10,268.0
