,index,LoadHourlyAvg,ZoneName,SignalMonth,ZoneAreaSqFt
0,0,14965.74,CAV-02-3A-31,11,92.0
1,1,14630.67,CAV-02-3A-31,11,92.0
2,2,13416.39,CAV-02-3A-31,11,92.0
3,3,12874.050000000005,CAV-02-3A-31,11,92.0
4,4,12520.080000000002,CAV-02-3A-31,11,92.0
5,5,11848.680000000002,CAV-02-3A-31,11,92.0
6,6,11312.010000000002,CAV-02-3A-31,11,92.0
7,7,11073.436363636363,CAV-02-3A-31,11,92.0
8,8,11068.74,CAV-02-3A-31,11,92.0
9,9,10993.320000000002,CAV-02-3A-31,11,92.0
10,10,10859.04,CAV-02-3A-31,11,92.0
11,11,10639.08,CAV-02-3A-31,11,92.0
12,12,10446.12,CAV-02-3A-31,11,92.0
13,13,10385.574545454549,CAV-02-3A-31,11,92.0
14,14,10082.16,CAV-02-3A-31,11,92.0
15,15,9707.85,CAV-02-3A-31,11,92.0
16,16,9661.77,CAV-02-3A-31,11,92.0
17,17,9029.34,CAV-02-3A-31,11,92.0
18,18,7958.716363636363,CAV-02-3A-31,11,92.0
19,19,7948.349999999999,CAV-02-3A-31,11,92.0
20,20,7613.459999999999,CAV-02-3A-31,11,92.0
21,21,6923.61,CAV-02-3A-31,1,92.0
22,22,6853.770000000001,CAV-02-3A-31,3,92.0
23,23,6537.87,CAV-02-3A-31,1,92.0
24,24,6453.900000000001,CAV-02-3A-31,7,92.0
25,25,6436.112727272728,CAV-02-3A-31,2,92.0
26,26,6387.749999999999,CAV-02-3A-31,6,92.0
27,27,6348.24,CAV-02-3A-31,6,92.0
28,28,6158.07,CAV-02-3A-31,7,92.0
29,29,6022.080000000001,CAV-02-3A-31,1,92.0
30,30,6012.09,CAV-02-3A-31,1,92.0
31,31,5969.700000000001,CAV-02-3A-31,6,92.0
32,32,5923.349999999999,CAV-02-3A-31,8,92.0
33,33,5811.3,CAV-02-3A-31,5,92.0
34,34,5767.101818181819,CAV-02-3A-31,6,92.0
35,35,5761.260000000001,CAV-02-3A-31,1,92.0
36,36,5734.350000000001,CAV-02-3A-31,6,92.0
37,37,5703.03,CAV-02-3A-31,7,92.0
38,38,5699.6100000000015,CAV-02-3A-31,1,92.0
39,39,5600.192727272727,CAV-02-3A-31,6,92.0
40,40,5597.55,CAV-02-3A-31,5,92.0
41,41,5581.89,CAV-02-3A-31,4,92.0
42,42,5564.061818181819,CAV-02-3A-31,9,92.0
43,43,5539.320000000001,CAV-02-3A-31,1,92.0
44,44,5480.46,CAV-02-3A-31,8,92.0
45,45,5469.768000000001,CAV-02-3A-31,7,92.0
46,46,5466.780000000002,CAV-02-3A-31,6,92.0
47,47,5328.629999999998,CAV-02-3A-31,1,92.0
48,48,5327.1,CAV-02-3A-31,6,92.0
49,49,5317.723636363637,CAV-02-3A-31,9,92.0
50,50,5308.2,CAV-02-3A-31,4,92.0
51,51,5294.43,CAV-02-3A-31,5,92.0
52,52,5249.88,CAV-02-3A-31,5,92.0
53,53,5245.56,CAV-02-3A-31,8,92.0
54,54,5239.669090909091,CAV-02-3A-31,7,92.0
55,55,5231.88,CAV-02-3A-31,10,92.0
56,56,5184.981818181819,CAV-02-3A-31,5,92.0
57,57,5174.819999999999,CAV-02-3A-31,8,92.0
58,58,5151.06,CAV-02-3A-31,8,92.0
59,59,5144.220000000001,CAV-02-3A-31,9,92.0
60,60,5112.99,CAV-02-3A-31,8,92.0
61,61,5112.27,CAV-02-3A-31,5,92.0
62,62,5100.12,CAV-02-3A-31,8,92.0
63,63,5077.374545454546,CAV-02-3A-31,8,92.0
64,64,5031.18,CAV-02-3A-31,11,92.0
65,65,5031.000000000001,CAV-02-3A-31,8,92.0
66,66,5027.940000000001,CAV-02-3A-31,4,92.0
67,67,5004.989999999999,CAV-02-3A-31,4,92.0
68,68,5003.88,CAV-02-3A-31,6,92.0
69,69,4997.592,CAV-02-3A-31,7,92.0
70,70,4995.990000000002,CAV-02-3A-31,6,92.0
71,71,4980.06,CAV-02-3A-31,11,92.0
72,72,4958.6727272727285,CAV-02-3A-31,6,92.0
73,73,4952.610000000001,CAV-02-3A-31,11,92.0
74,74,4932.179999999999,CAV-02-3A-31,8,92.0
75,75,4926.420000000001,CAV-02-3A-31,5,92.0
76,76,4923.900000000001,CAV-02-3A-31,8,92.0
77,77,4922.738181818181,CAV-02-3A-31,8,92.0
78,78,4910.760000000001,CAV-02-3A-31,11,92.0
79,79,4876.650000000001,CAV-02-3A-31,5,92.0
80,80,4875.57,CAV-02-3A-31,10,92.0
81,81,4871.52,CAV-02-3A-25,1,334.0
82,82,4850.6727272727285,CAV-02-3A-31,11,92.0
83,83,4841.190000000001,CAV-02-3A-31,11,92.0
84,84,4835.610000000001,CAV-02-3A-31,8,92.0
85,85,4800.600000000001,CAV-02-3A-31,8,92.0
86,86,4797.81,CAV-02-3A-31,9,92.0
87,87,4763.978181818182,CAV-02-3A-31,8,92.0
88,88,4761.327272727272,CAV-02-3A-31,8,92.0
89,89,4745.070000000001,CAV-02-3A-31,12,92.0
90,90,4744.89,CAV-02-3A-04,2,268.0
91,91,4744.71,CAV-02-3A-31,9,92.0
92,92,4742.28,CAV-02-3A-31,9,92.0
93,93,4715.52,CAV-02-3A-31,7,92.0
94,94,4708.71,CAV-02-3A-31,5,92.0
95,95,4697.901818181818,CAV-02-3A-31,2,92.0
96,96,4691.029090909092,CAV-02-3A-31,8,92.0
97,97,4687.650000000001,CAV-02-3A-31,4,92.0
98,98,4671.392727272728,CAV-02-3A-04,11,268.0
99,99,4651.29,CAV-02-3A-31,10,92.0
100,100,4648.5,CAV-02-3A-31,8,92.0
101,101,4629.240000000001,CAV-01-3A-22,1,263.0
102,102,4608.360000000001,CAV-02-3A-31,11,92.0
103,103,4592.970000000001,CAV-02-3A-31,8,92.0
104,104,4568.832,CAV-02-3A-31,8,92.0
105,105,4552.396363636363,CAV-02-3A-31,11,92.0
106,106,4545.81,CAV-02-3A-31,8,92.0
107,107,4528.62,CAV-01-3A-16,11,255.0
108,108,4519.89,CAV-02-3A-04,4,268.0
109,109,4505.759999999999,CAV-01-3A-16,11,255.0
110,110,4497.84,CAV-02-3A-31,8,92.0
111,111,4495.745454545454,CAV-01-3A-18,2,250.0
112,112,4494.420000000001,CAV-02-3A-31,4,92.0
113,113,4482.450000000001,CAV-02-3A-31,4,92.0
114,114,4482.45,CAV-02-3A-31,9,92.0
115,115,4476.330000000001,CAV-02-3A-31,11,92.0
116,116,4464.0,CAV-02-3A-31,8,92.0
117,117,4450.189090909091,CAV-01-3A-23,2,334.0
118,118,4433.31,CAV-02-3A-04,1,268.0
119,119,4426.723636363637,CAV-01-3A-16,1,255.0
120,120,4420.71,CAV-02-3A-31,8,92.0
121,121,4401.000000000001,CAV-02-3A-31,2,92.0
122,122,4397.04,CAV-02-5A-04,3,268.0
123,123,4382.64,CAV-02-3A-31,12,92.0
124,124,4374.990000000001,CAV-02-3A-05,6,348.0
125,125,4369.59,CAV-01-3A-15,2,255.0
126,126,4356.000000000001,CAV-02-3A-25,1,334.0
127,127,4350.240000000001,CAV-02-3A-31,4,92.0
128,128,4344.66,CAV-02-3A-05,9,348.0
129,129,4336.2,CAV-02-3A-31,8,92.0
130,130,4333.5,CAV-02-3A-31,8,92.0
131,131,4291.650000000001,CAV-02-3A-31,10,92.0
132,132,4290.3,CAV-02-3A-31,4,92.0
133,133,4289.670000000001,CAV-02-5A-04,10,268.0
134,134,4287.698181818182,CAV-02-3A-05,12,348.0
135,135,4273.290000000001,CAV-01-3A-16,11,255.0
136,136,4265.64,CAV-02-3A-04,6,268.0
137,137,4257.540000000001,CAV-01-3A-16,11,255.0
138,138,4257.000000000001,CAV-01-3A-24,7,268.0
139,139,4250.16,CAV-02-3A-31,1,92.0
140,140,4248.09,CAV-01-3A-23,2,334.0
141,141,4221.450000000001,CAV-02-5A-04,3,268.0
142,142,4216.320000000001,CAV-02-5A-01,3,268.0
143,143,4195.53,CAV-02-3A-31,10,92.0
144,144,4194.180000000001,CAV-02-3A-31,8,92.0
145,145,4191.570000000001,CAV-02-3A-05,5,348.0
146,146,4186.374545454545,CAV-02-3A-05,8,348.0
147,147,4176.36,CAV-02-3A-31,9,92.0
148,148,4162.589999999999,CAV-02-3A-31,8,92.0
149,149,4132.4400000000005,CAV-02-3A-31,8,92.0
150,150,4130.1,CAV-01-3A-15,1,255.0
151,151,4119.512727272728,CAV-01-3A-24,7,268.0
152,152,4112.64,CAV-02-3A-25,12,334.0
153,153,4111.740000000001,CAV-02-3A-31,9,92.0
154,154,4106.97,CAV-02-5A-04,10,268.0
155,155,4104.72,CAV-01-3A-21,11,263.0
156,156,4095.810000000001,CAV-02-5A-02,4,268.0
157,157,4090.140000000001,CAV-02-3A-04,4,268.0
158,158,4089.567272727273,CAV-02-3A-31,4,92.0
159,159,4079.61,CAV-02-3A-31,8,92.0
160,160,4079.43,CAV-02-5A-01,3,268.0
161,161,4078.980000000001,CAV-02-3A-31,6,92.0
162,162,4076.19,CAV-02-3A-04,9,268.0
163,163,4062.15,CAV-02-5A-01,2,268.0
164,164,4059.81,CAV-02-3A-04,11,268.0
165,165,4054.0500000000006,CAV-01-3A-24,12,268.0
166,166,4050.7200000000007,CAV-02-5A-01,3,268.0
167,167,4049.4600000000014,CAV-02-3A-04,7,268.0
168,168,4043.25,CAV-01-3A-21,2,263.0
169,169,4039.200000000001,CAV-02-3A-31,1,92.0
170,170,4028.4,CAV-02-3A-31,12,92.0
171,171,4027.0500000000006,CAV-01-3A-16,11,255.0
172,172,4026.456,CAV-02-3A-31,4,92.0
173,173,4022.91,CAV-02-5A-01,2,268.0
174,174,4016.323636363637,CAV-02-5A-01,3,268.0
175,175,4007.9699999999993,CAV-01-3A-21,11,263.0
176,176,4007.781818181819,CAV-02-3A-25,3,334.0
177,177,4007.16,CAV-02-5A-02,4,268.0
178,178,4005.72,CAV-01-3A-23,7,334.0
179,179,4003.265454545456,CAV-02-5A-02,1,268.0
180,180,4002.210000000001,CAV-02-3A-31,4,92.0
181,181,4001.4,CAV-02-5A-01,3,268.0
182,182,4001.130000000001,CAV-01-3A-23,8,334.0
183,183,4000.712727272728,CAV-02-3A-31,8,92.0
184,184,3989.9700000000007,CAV-02-5A-02,7,268.0
185,185,3985.4945454545455,CAV-02-5A-02,2,268.0
186,186,3985.0457142857135,CAV-02-3A-31,9,92.0
187,187,3981.5672727272727,CAV-02-3A-31,8,92.0
188,188,3979.89,CAV-02-5A-01,3,268.0
189,189,3978.327272727272,CAV-01-3A-24,12,268.0
190,190,3974.4,CAV-01-3A-20,5,250.0
191,191,3970.890000000001,CAV-02-5A-02,10,268.0
192,192,3966.57,CAV-02-3A-31,6,92.0
193,193,3958.74,CAV-02-5A-04,2,268.0
194,194,3952.210909090909,CAV-01-3A-20,12,250.0
195,195,3948.8400000000006,CAV-02-5A-03,1,268.0
196,196,3944.552727272728,CAV-02-3A-04,8,268.0
197,197,3943.440000000001,CAV-02-3A-31,11,92.0
198,198,3943.17,CAV-01-3A-23,12,334.0
199,199,3938.130000000001,CAV-01-3A-23,12,334.0
200,200,3938.072727272727,CAV-01-3A-24,6,268.0
201,201,3934.890000000001,CAV-02-3A-02,3,268.0
202,202,3929.58,CAV-02-3A-31,9,92.0
203,203,3926.07,CAV-01-3A-22,2,263.0
204,204,3925.08,CAV-01-3A-24,7,268.0
205,205,3922.380000000001,CAV-02-3A-31,10,92.0
206,206,3920.105454545456,CAV-01-3A-21,2,263.0
207,207,3920.04,CAV-02-5A-04,3,268.0
208,208,3919.0500000000006,CAV-02-3A-31,11,92.0
209,209,3915.9,CAV-02-3A-05,6,348.0
210,210,3915.09,CAV-01-3A-24,12,268.0
211,211,3912.57,CAV-02-3A-31,2,92.0
212,212,3911.5636363636368,CAV-02-3A-04,1,268.0
213,213,3910.68,CAV-02-3A-31,8,92.0
214,214,3909.69,CAV-02-3A-05,6,348.0
215,215,3906.63,CAV-02-5A-01,7,268.0
216,216,3903.021818181818,CAV-02-3A-31,8,92.0
217,217,3901.0500000000006,CAV-02-5A-04,2,268.0
218,218,3898.8981818181824,CAV-02-3A-04,1,268.0
219,219,3895.8545454545456,CAV-02-3A-04,2,268.0
220,220,3895.74,CAV-01-3A-20,12,250.0
221,221,3889.62,CAV-01-3A-18,3,250.0
222,222,3888.000000000001,CAV-02-5A-01,4,268.0
223,223,3888.000000000001,CAV-02-5A-04,2,268.0
224,224,3885.75,CAV-01-3A-23,2,334.0
225,225,3878.496000000001,CAV-02-3A-04,4,268.0
226,226,3869.91,CAV-01-3A-24,12,268.0
227,227,3869.5499999999993,CAV-02-5A-04,10,268.0
228,228,3862.710000000001,CAV-02-3A-05,12,348.0
229,229,3862.350000000001,CAV-02-3A-31,11,92.0
230,230,3861.27,CAV-02-3A-31,8,92.0
231,231,3853.89,CAV-02-3A-31,8,92.0
232,232,3851.370000000001,CAV-01-3A-15,2,255.0
233,233,3850.47,CAV-01-3A-21,11,263.0
234,234,3842.1,CAV-02-3A-31,8,92.0
235,235,3841.236000000001,CAV-02-5A-01,3,268.0
236,236,3841.069090909092,CAV-02-5A-04,1,268.0
237,237,3836.945454545455,CAV-02-3A-04,7,268.0
238,238,3834.000000000001,CAV-02-5A-01,9,268.0
239,239,3826.98,CAV-01-3A-11,1,269.0
240,240,3817.440000000001,CAV-02-5A-05,10,348.0
241,241,3816.09,CAV-01-3A-23,2,334.0
242,242,3811.68,CAV-01-3A-23,4,334.0
243,243,3809.160000000001,CAV-02-5A-04,2,268.0
244,244,3806.01,CAV-02-3A-31,4,92.0
245,245,3805.560000000001,CAV-02-3A-04,6,268.0
246,246,3801.69,CAV-02-3A-25,6,334.0
247,247,3798.2618181818175,CAV-02-5A-04,1,268.0
248,248,3797.672727272728,CAV-01-3A-20,7,250.0
249,249,3793.769999999999,CAV-02-3A-31,2,92.0
250,250,3791.7,CAV-02-3A-25,6,334.0
251,251,3789.0,CAV-02-3A-31,9,92.0
252,252,3783.1418181818185,CAV-01-3A-16,11,255.0
253,253,3777.480000000001,CAV-02-3A-25,6,334.0
254,254,3776.31,CAV-02-3A-31,2,92.0
255,255,3774.060000000001,CAV-01-3A-23,5,334.0
256,256,3773.618181818181,CAV-02-5A-01,2,268.0
257,257,3772.89,CAV-01-3A-20,12,250.0
258,258,3772.710000000001,CAV-01-3A-23,6,334.0
259,259,3771.3600000000006,CAV-01-3A-24,8,268.0
260,260,3769.92,CAV-01-3A-23,7,334.0
261,261,3768.39,CAV-02-3A-31,4,92.0
262,262,3765.4200000000014,CAV-02-5A-03,7,268.0
263,263,3763.890000000001,CAV-02-3A-31,4,92.0
264,264,3761.01,CAV-02-5A-02,4,268.0
265,265,3761.01,CAV-02-5A-04,3,268.0
266,266,3757.614545454546,CAV-01-3A-23,4,334.0
267,267,3754.53,CAV-02-5A-02,4,268.0
268,268,3752.676,CAV-02-3A-25,6,334.0
269,269,3750.75,CAV-02-3A-31,5,92.0
270,270,3749.4,CAV-01-3A-18,3,250.0
271,271,3745.890000000001,CAV-02-3A-03,11,268.0
272,272,3745.35,CAV-01-3A-16,11,255.0
273,273,3744.1800000000007,CAV-02-5A-04,3,268.0
274,274,3743.55,CAV-02-5A-01,2,268.0
275,275,3742.380000000001,CAV-02-3A-31,11,92.0
276,276,3742.380000000001,CAV-02-3A-04,7,268.0
277,277,3739.156363636363,CAV-02-5A-04,3,268.0
278,278,3734.91,CAV-02-3A-31,8,92.0
279,279,3732.4800000000014,CAV-02-3A-31,4,92.0
280,280,3730.516363636364,CAV-02-3A-31,2,92.0
281,281,3728.52,CAV-01-3A-23,8,334.0
282,282,3728.43,CAV-02-3A-25,3,334.0
283,283,3727.620000000001,CAV-02-5A-03,3,268.0
284,284,3727.178181818183,CAV-01-3A-18,2,250.0
285,285,3724.2,CAV-02-3A-31,4,92.0
286,286,3723.84,CAV-01-3A-20,7,250.0
287,287,3718.9309090909096,CAV-02-3A-31,1,92.0
288,288,3718.7345454545457,CAV-02-3A-25,6,334.0
289,289,3715.2,CAV-02-5A-01,2,268.0
290,290,3713.2200000000007,CAV-02-3A-31,4,92.0
291,291,3710.43,CAV-02-5A-02,4,268.0
292,292,3707.149090909092,CAV-02-5A-01,3,268.0
293,293,3702.6,CAV-02-3A-05,9,348.0
294,294,3700.71,CAV-01-3A-20,7,250.0
295,295,3700.35,CAV-02-3A-02,2,268.0
296,296,3699.490909090909,CAV-02-5A-01,2,268.0
297,297,3684.420000000001,CAV-02-5A-05,2,348.0
298,298,3680.149090909091,CAV-02-5A-04,3,268.0
299,299,3680.100000000001,CAV-02-5A-04,2,268.0
300,300,3675.96,CAV-02-3A-04,9,268.0
301,301,3675.78,CAV-02-5A-01,9,268.0
302,302,3675.6,CAV-02-5A-02,5,268.0
303,303,3672.9,CAV-01-3A-23,7,334.0
304,304,3672.000000000001,CAV-02-5A-04,10,268.0
305,305,3672.0,CAV-02-5A-01,2,268.0
306,306,3670.560000000001,CAV-02-3A-25,6,334.0
307,307,3668.310000000001,CAV-01-3A-23,8,334.0
308,308,3665.43,CAV-01-3A-20,7,250.0
309,309,3664.620000000001,CAV-02-3A-04,5,268.0
310,310,3661.65,CAV-02-5A-04,2,268.0
311,311,3661.396363636364,CAV-01-3A-23,7,334.0
312,312,3661.1100000000006,CAV-02-5A-02,4,268.0
313,313,3660.5520000000006,CAV-02-3A-31,11,92.0
314,314,3658.745454545455,CAV-01-3A-23,9,334.0
315,315,3656.9700000000007,CAV-02-3A-05,6,348.0
316,316,3655.5299999999993,CAV-01-3A-20,12,250.0
317,317,3654.540000000001,CAV-02-3A-31,5,92.0
318,318,3653.28,CAV-02-5A-01,1,268.0
319,319,3653.19,CAV-02-3A-04,11,268.0
320,320,3652.2,CAV-02-5A-02,2,268.0
321,321,3650.616,CAV-02-5A-04,3,268.0
322,322,3648.0,CAV-02-5A-01,2,268.0
323,323,3647.061818181819,CAV-01-3A-23,2,334.0
324,324,3646.710000000001,CAV-02-3A-31,11,92.0
325,325,3646.62,CAV-02-3A-04,6,268.0
326,326,3645.72,CAV-02-3A-31,4,92.0
327,327,3645.54,CAV-02-5A-01,3,268.0
328,328,3643.38,CAV-02-5A-02,9,268.0
329,329,3642.93,CAV-02-5A-01,10,268.0
330,330,3642.741818181818,CAV-02-3A-25,8,334.0
331,331,3642.66,CAV-01-3A-18,3,250.0
332,332,3639.690000000001,CAV-02-3A-31,5,92.0
333,333,3635.55,CAV-02-3A-25,6,334.0
334,334,3632.67,CAV-01-3A-23,7,334.0
335,335,3632.130000000001,CAV-01-3A-16,11,255.0
336,336,3628.8000000000006,CAV-02-5A-04,3,268.0
337,337,3628.8,CAV-02-5A-01,3,268.0
338,338,3628.8,CAV-02-5A-01,10,268.0
339,339,3628.440000000001,CAV-01-3A-24,10,268.0
340,340,3624.872727272727,CAV-01-3A-23,10,334.0
341,341,3621.960000000001,CAV-01-3A-23,6,334.0
342,342,3621.6,CAV-02-5A-01,6,268.0
343,343,3620.7,CAV-01-3A-20,6,250.0
344,344,3618.1800000000007,CAV-02-5A-01,2,268.0
345,345,3617.8650000000007,CAV-02-3A-03,8,268.0
346,346,3617.228571428572,CAV-02-3A-04,1,268.0
347,347,3616.036363636364,CAV-02-3A-25,6,334.0
348,348,3615.12,CAV-01-3A-24,10,268.0
349,349,3614.4,CAV-02-5A-01,3,268.0
350,350,3613.32,CAV-01-3A-21,8,263.0
351,351,3613.090909090909,CAV-02-5A-02,4,268.0
352,352,3611.43,CAV-02-5A-02,4,268.0
353,353,3610.710000000001,CAV-02-5A-05,10,348.0
354,354,3610.35,CAV-02-3A-05,6,348.0
355,355,3607.380000000001,CAV-01-3A-24,9,268.0
356,356,3605.49,CAV-02-3A-31,10,92.0
357,357,3603.420000000001,CAV-02-5A-04,3,268.0
358,358,3601.4072727272737,CAV-02-5A-01,2,268.0
359,359,3598.47,CAV-01-3A-22,6,263.0
360,360,3596.94,CAV-01-3A-20,7,250.0
361,361,3595.5900000000006,CAV-02-5A-01,3,268.0
362,362,3594.06,CAV-01-3A-23,2,334.0
363,363,3592.98,CAV-02-5A-02,4,268.0
364,364,3592.44,CAV-01-3A-24,10,268.0
365,365,3590.460000000001,CAV-01-3A-23,8,334.0
366,366,3589.74,CAV-01-3A-24,9,268.0
367,367,3589.2000000000007,CAV-01-3A-20,9,250.0
368,368,3589.1100000000006,CAV-02-5A-04,3,268.0
369,369,3586.6800000000003,CAV-02-5A-02,4,268.0
370,370,3585.6,CAV-02-5A-03,3,268.0
371,371,3585.6,CAV-02-5A-01,3,268.0
372,372,3583.8,CAV-02-3A-05,12,348.0
373,373,3582.4500000000003,CAV-01-3A-23,2,334.0
374,374,3582.1800000000003,CAV-02-5A-04,9,268.0
375,375,3581.9672727272728,CAV-02-3A-04,2,268.0
376,376,3580.8480000000004,CAV-02-5A-01,3,268.0
377,377,3577.6800000000003,CAV-02-3A-31,11,92.0
378,378,3576.4200000000005,CAV-02-5A-03,7,268.0
379,379,3576.150000000001,CAV-01-3A-24,8,268.0
380,380,3574.620000000001,CAV-02-5A-01,3,268.0
381,381,3571.8300000000004,CAV-01-3A-23,7,334.0
382,382,3570.588,CAV-02-3A-31,5,92.0
383,383,3569.5800000000004,CAV-02-3A-25,6,334.0
384,384,3567.8700000000003,CAV-02-3A-05,6,348.0
385,385,3567.4200000000005,CAV-02-5A-02,2,268.0
386,386,3566.9700000000007,CAV-02-5A-02,2,268.0
387,387,3565.7100000000005,CAV-02-3A-05,8,348.0
388,388,3565.17,CAV-02-5A-02,2,268.0
389,389,3564.1800000000003,CAV-02-5A-04,10,268.0
390,390,3564.0,CAV-02-5A-01,4,268.0
391,391,3560.5799999999995,CAV-02-3A-03,8,268.0
392,392,3558.9600000000005,CAV-01-3A-20,6,250.0
393,393,3558.36,CAV-02-5A-01,10,268.0
394,394,3555.1800000000003,CAV-01-3A-24,7,268.0
395,395,3554.378181818182,CAV-02-5A-01,2,268.0
396,396,3553.38,CAV-02-5A-01,3,268.0
397,397,3550.41,CAV-02-3A-04,5,268.0
398,398,3548.43,CAV-02-3A-25,4,334.0
399,399,3546.0000000000005,CAV-02-5A-02,9,268.0
400,400,3545.9100000000003,CAV-02-5A-04,9,268.0
401,401,3544.0200000000004,CAV-02-3A-31,8,92.0
402,402,3543.5781818181817,CAV-01-3A-21,6,263.0
403,403,3542.4,CAV-02-5A-01,3,268.0
404,404,3542.4,CAV-02-5A-01,10,268.0
405,405,3541.7700000000004,CAV-01-3A-07,4,269.0
406,406,3541.628571428572,CAV-02-5A-01,1,268.0
407,407,3539.4300000000003,CAV-02-3A-03,7,268.0
408,408,3539.070000000001,CAV-02-3A-02,7,268.0
409,409,3538.7100000000005,CAV-01-3A-24,7,268.0
410,410,3535.2000000000003,CAV-02-5A-01,4,268.0
411,411,3534.9300000000003,CAV-02-3A-04,6,268.0
412,412,3534.2509090909093,CAV-01-3A-24,11,268.0
413,413,3533.956363636363,CAV-02-3A-25,6,334.0
414,414,3532.23,CAV-01-3A-23,6,334.0
415,415,3531.33,CAV-02-5A-02,4,268.0
416,416,3530.25,CAV-02-3A-05,4,348.0
417,417,3528.540000000001,CAV-02-3A-02,2,268.0
418,418,3528.27,CAV-02-5A-04,3,268.0
419,419,3527.9100000000003,CAV-02-3A-04,10,268.0
420,420,3527.7119999999995,CAV-01-3A-18,1,250.0
421,421,3526.8300000000004,CAV-02-5A-02,12,268.0
422,422,3526.2000000000003,CAV-02-5A-02,4,268.0
423,423,3525.709090909091,CAV-01-3A-18,12,250.0
424,424,3524.7600000000007,CAV-02-5A-02,11,268.0
425,425,3524.4,CAV-02-3A-04,2,268.0
426,426,3520.26,CAV-02-3A-04,12,268.0
427,427,3514.32,CAV-01-3A-23,1,334.0
428,428,3514.32,CAV-02-3A-31,2,92.0
429,429,3513.9600000000005,CAV-01-3A-18,2,250.0
430,430,3510.27,CAV-01-3A-23,8,334.0
431,431,3509.5500000000006,CAV-01-3A-24,8,268.0
432,432,3508.8,CAV-02-5A-01,3,268.0
433,433,3506.5800000000004,CAV-02-5A-01,2,268.0
434,434,3506.5636363636368,CAV-02-5A-01,2,268.0
435,435,3506.400000000001,CAV-02-5A-04,2,268.0
436,436,3504.6900000000005,CAV-02-3A-05,11,348.0
437,437,3503.127272727273,CAV-02-5A-05,11,348.0
438,438,3502.8000000000006,CAV-02-5A-03,2,268.0
439,439,3499.92,CAV-02-3A-05,5,348.0
440,440,3499.1018181818185,CAV-02-5A-01,1,268.0
441,441,3499.0200000000004,CAV-02-5A-03,1,268.0
442,442,3499.0036363636364,CAV-02-5A-01,9,268.0
443,443,3498.2100000000005,CAV-02-5A-02,1,268.0
444,444,3498.1200000000003,CAV-02-5A-02,2,268.0
445,445,3495.6900000000005,CAV-01-3A-20,7,250.0
446,446,3495.6,CAV-02-3A-31,8,92.0
447,447,3494.683636363636,CAV-02-3A-04,8,268.0
448,448,3494.556,CAV-02-5A-01,2,268.0
449,449,3491.9100000000003,CAV-02-5A-04,2,268.0
450,450,3491.738181818182,CAV-02-3A-25,3,334.0
451,451,3488.9400000000005,CAV-01-3A-23,1,334.0
452,452,3488.4,CAV-02-5A-01,12,268.0
453,453,3486.456,CAV-02-5A-01,3,268.0
454,454,3485.61,CAV-01-3A-23,7,334.0
455,455,3484.7999999999997,CAV-02-5A-02,2,268.0
456,456,3484.276363636363,CAV-02-3A-04,2,268.0
457,457,3484.0800000000004,CAV-02-3A-05,8,348.0
458,458,3483.810000000001,CAV-01-3A-24,1,268.0
459,459,3483.5890909090917,CAV-02-5A-01,3,268.0
460,460,3482.2800000000007,CAV-01-3A-24,1,268.0
461,461,3481.65,CAV-01-3A-24,8,268.0
462,462,3480.9300000000003,CAV-02-5A-04,6,268.0
463,463,3480.1199999999994,CAV-01-3A-24,7,268.0
464,464,3479.13,CAV-02-5A-03,6,268.0
465,465,3478.77,CAV-02-3A-31,8,92.0
466,466,3477.24,CAV-02-5A-02,10,268.0
467,467,3476.7000000000007,CAV-02-5A-01,3,268.0
468,468,3476.6100000000006,CAV-02-3A-04,5,268.0
469,469,3475.620000000001,CAV-02-5A-02,11,268.0
470,470,3474.5400000000004,CAV-01-3A-24,6,268.0
471,471,3474.0,CAV-01-3A-24,1,268.0
472,472,3473.82,CAV-02-5A-04,12,268.0
473,473,3472.2000000000003,CAV-02-3A-25,7,334.0
474,474,3471.9300000000003,CAV-01-3A-23,4,334.0
475,475,3471.0218181818186,CAV-01-3A-21,11,263.0
476,476,3470.6290909090912,CAV-02-3A-31,9,92.0
477,477,3470.130000000001,CAV-02-3A-04,1,268.0
478,478,3468.4200000000005,CAV-02-3A-31,4,92.0
479,479,3467.9781818181827,CAV-01-3A-23,6,334.0
480,480,3467.07,CAV-02-5A-01,12,268.0
481,481,3466.890000000001,CAV-02-5A-02,4,268.0
482,482,3466.8000000000006,CAV-02-5A-01,12,268.0
483,483,3464.1900000000005,CAV-02-3A-31,8,92.0
484,484,3463.92,CAV-01-3A-23,8,334.0
485,485,3463.56,CAV-02-5A-02,5,268.0
486,486,3463.2654545454543,CAV-01-3A-21,8,263.0
487,487,3463.2,CAV-02-5A-02,4,268.0
488,488,3461.85,CAV-02-3A-25,1,334.0
489,489,3461.22,CAV-01-3A-23,8,334.0
490,490,3460.6800000000003,CAV-02-3A-31,4,92.0
491,491,3457.6199999999994,CAV-01-3A-16,11,255.0
492,492,3456.687272727273,CAV-02-3A-31,1,92.0
493,493,3456.5400000000004,CAV-02-3A-04,10,268.0
494,494,3456.4500000000003,CAV-02-5A-02,10,268.0
495,495,3456.09,CAV-01-3A-18,1,250.0
496,496,3456.0,CAV-02-5A-01,12,268.0
497,497,3456.0,CAV-02-5A-03,4,268.0
498,498,3456.0,CAV-02-5A-03,7,268.0
